strategy,sl,tp,min_liquidity_m,max_positions,threshold,dynamic_sizing,return_pct,win_rate,max_drawdown,sharpe,total_trades,score
T1_blended_top5,2,4,10.0,5,0.0,False,-14.85,35.83,-28.2,-0.78,441,-0.5085616438356164
T3_top5,5,10,10.0,3,0.0,True,-30.95,38.89,-59.3,-0.57,72,-0.5132669983416253
T1_blended_top5,3,6,10.0,5,0.0,False,-15.69,39.0,-29.55,-0.74,441,-0.5135842880523731
T1_top5,7,14,5.0,3,0.0,False,-24.95,46.03,-47.36,-0.52,252,-0.5159222497932175
T1_blended_top5,7,14,10.0,3,0.6,True,-27.1,50.7,-50.83,-0.39,71,-0.5228632066370829
T1_blended_top5,7,14,5.0,5,0.55,True,-36.58,49.21,-68.94,-0.59,126,-0.5230197311981698
T1_top5,7,14,10.0,1,0.55,False,-25.06,46.99,-46.73,-0.27,83,-0.5250366645715483
T1_top5,7,14,10.0,1,0.55,True,-25.06,46.99,-46.73,-0.27,83,-0.5250366645715483
T1_top5,5,10,10.0,3,0.55,False,-17.66,45.21,-32.47,-0.29,261,-0.5276366895727518
T1_top5,7,14,10.0,5,0.55,True,-25.47,48.65,-46.73,-0.29,111,-0.5336266499057197
T1_top5,5,10,10.0,3,0.58,False,-18.09,45.67,-32.82,-0.32,254,-0.5348905972797161
T1_top5,2,4,10.0,5,0.0,False,-14.63,36.78,-26.09,-0.75,435,-0.5400516795865633
T1_top5,2,4,10.0,5,0.58,False,-15.77,37.89,-28.11,-0.86,417,-0.5417382342837512
T1_top5,5,10,10.0,3,0.55,True,-19.78,45.28,-35.24,-0.06,106,-0.5458057395143487
T1_top5,7,14,5.0,1,0.55,True,-36.12,45.12,-64.52,-0.59,82,-0.5512820512820513
T1_top5,7,14,5.0,1,0.55,False,-36.12,45.12,-64.52,-0.59,82,-0.5512820512820513
T1_top5,2,4,10.0,3,0.6,False,-15.29,40.52,-26.73,-0.36,232,-0.5513883880274071
T3_top5,2,4,10.0,5,0.0,True,-25.98,38.1,-46.04,-0.98,105,-0.5522959183673469
T1_blended_top5,7,14,10.0,3,0.58,True,-25.11,50.6,-44.22,-0.25,83,-0.5552852720035383
T1_top5,2,4,10.0,3,0.58,True,-17.77,39.42,-30.99,-0.21,104,-0.5554860894029384
T1_blended_top5,7,14,10.0,3,0.55,False,-21.43,46.21,-37.56,-0.39,264,-0.5557572614107883
T1_top5,7,14,10.0,3,0.55,False,-21.6,47.13,-37.79,-0.36,261,-0.5568445475638052
T1_blended_top5,3,6,10.0,5,0.55,False,-18.32,39.44,-31.75,-0.96,431,-0.5593893129770993
T1_blended_top5,7,14,10.0,1,0.55,False,-32.56,48.28,-56.79,-0.51,87,-0.5634192766914692
T1_blended_top5,7,14,10.0,1,0.55,True,-32.56,48.28,-56.79,-0.51,87,-0.5634192766914692
T1_top5,7,14,5.0,1,0.0,False,-37.47,44.58,-65.27,-0.64,83,-0.5654142145767316
T1_top5,7,14,5.0,1,0.0,True,-37.47,44.58,-65.27,-0.64,83,-0.5654142145767316
T1_blended_top5,5,10,10.0,3,0.0,True,-25.92,46.43,-44.75,-0.25,112,-0.5665573770491804
T1_top5,2,4,10.0,3,0.6,True,-18.67,39.6,-31.75,-0.25,101,-0.5700763358778627
T1_blended_top5,7,14,10.0,5,0.55,True,-33.32,49.57,-56.79,-0.55,115,-0.5765703408894273
T1_blended_top5,2,4,10.0,5,0.55,False,-18.74,36.19,-31.48,-1.1,431,-0.5769704433497536
T1_top5,7,14,10.0,1,0.6,False,-27.54,47.44,-46.73,-0.39,78,-0.5769956002514143
T1_top5,7,14,10.0,1,0.6,True,-27.54,47.44,-46.73,-0.39,78,-0.5769956002514143
T1_top5,7,14,5.0,1,0.58,False,-38.69,44.44,-65.95,-0.69,81,-0.5778939507094847
T1_top5,7,14,5.0,1,0.58,True,-38.69,44.44,-65.95,-0.69,81,-0.5778939507094847
T1_top5,7,14,10.0,1,0.0,True,-27.62,46.43,-46.73,-0.36,84,-0.5786716949507648
T1_top5,7,14,10.0,1,0.0,False,-27.62,46.43,-46.73,-0.36,84,-0.5786716949507648
T1_top5,7,14,5.0,5,0.55,True,-37.93,48.76,-64.52,-0.67,121,-0.578907203907204
T1_blended_top5,7,14,5.0,3,0.0,True,-39.89,47.75,-67.64,-0.54,111,-0.5811480186480187
T1_top5,7,14,10.0,5,0.6,True,-27.93,49.06,-46.73,-0.41,106,-0.585166561910748
T1_blended_top5,7,14,10.0,1,0.0,False,-34.65,48.31,-58.13,-0.57,89,-0.5859969558599695
T1_blended_top5,7,14,10.0,1,0.0,True,-34.65,48.31,-58.13,-0.57,89,-0.5859969558599695
T1_top5,7,14,10.0,5,0.0,True,-28.01,48.21,-46.73,-0.38,112,-0.5868426566100985
T1_top5,7,14,5.0,5,0.0,True,-39.25,48.36,-65.27,-0.72,122,-0.5922740304813642
T1_blended_top5,7,14,10.0,5,0.0,True,-35.38,49.57,-58.13,-0.62,117,-0.5983426348723152
T1_top5,7,14,5.0,5,0.58,True,-40.43,48.33,-65.95,-0.78,120,-0.603883495145631
T1_top5,7,14,10.0,3,0.58,False,-25.13,47.24,-40.59,-0.52,254,-0.6042317864871363
T1_blended_top5,7,14,5.0,3,0.55,True,-42.31,47.27,-68.94,-0.64,110,-0.6049470975121534
T1_top5,2,4,10.0,3,0.55,True,-21.03,38.68,-33.72,-0.34,106,-0.6057027649769586
T1_blended_top5,7,14,10.0,3,0.0,False,-25.32,45.49,-40.65,-0.56,266,-0.6079231692677071
T1_blended_top5,3,6,10.0,3,0.55,False,-18.85,41.29,-29.96,-0.48,264,-0.6088501291989664
T3_top5,5,10,10.0,3,0.0,False,-22.12,33.75,-35.19,-0.55,160,-0.6112185686653773
T1_top5,7,14,5.0,1,0.6,True,-42.55,44.87,-68.09,-0.87,78,-0.6158633666232449
T1_top5,7,14,5.0,1,0.6,False,-42.55,44.87,-68.09,-0.87,78,-0.6158633666232449
T1_top5,5,10,10.0,3,0.0,True,-22.52,44.86,-35.24,-0.14,107,-0.6214128035320088
T1_blended_top5,5,10,10.0,3,0.55,False,-22.59,44.32,-35.12,-0.53,264,-0.6254152823920266
T1_top5,2,4,10.0,3,0.0,True,-22.61,38.32,-35.05,-0.41,107,-0.6271844660194175
T1_top5,7,14,5.0,5,0.6,True,-44.18,48.72,-68.09,-0.96,117,-0.6394557823129251
T1_blended_top5,3,6,10.0,3,0.0,False,-20.01,40.23,-29.96,-0.54,266,-0.6463178294573644
T1_top5,7,14,5.0,3,0.55,True,-43.54,46.67,-64.52,-0.71,105,-0.6645299145299146
T1_top5,3,6,10.0,3,0.0,False,-21.43,40.77,-31.21,-0.61,260,-0.665321328779882
T3_top5,3,6,10.0,5,0.0,True,-39.42,38.54,-58.15,-1.64,96,-0.6664412510566358
T1_top5,7,14,5.0,3,0.0,True,-44.74,46.23,-65.27,-0.75,106,-0.6751169458276748
T3_top5,2,4,10.0,3,0.0,False,-26.17,31.86,-37.31,-0.92,226,-0.6831114591490473
T1_top5,7,14,5.0,3,0.58,True,-45.81,46.15,-65.95,-0.8,104,-0.6842419716206124
T1_blended_top5,5,10,10.0,3,0.0,False,-28.54,43.23,-40.11,-0.82,266,-0.6942349793237655
T1_blended_top5,2,4,10.0,3,0.0,False,-21.36,36.09,-29.43,-0.66,266,-0.7019388761091029
T1_blended_top5,2,4,10.0,3,0.55,False,-21.99,37.12,-30.0,-0.69,264,-0.7093548387096774
T1_top5,7,14,5.0,3,0.6,True,-49.23,46.53,-68.09,-0.97,101,-0.7125488493269647
T1_top5,5,10,10.0,3,0.0,False,-29.6,43.85,-40.2,-0.86,260,-0.7184466019417476
T1_top5,2,4,10.0,3,0.55,False,-20.33,38.7,-26.77,-0.59,261,-0.7320849837954627
T3_top5,3,6,10.0,3,0.0,True,-41.42,36.78,-54.41,-1.34,87,-0.747518498465981
T1_top5,7,14,10.0,3,0.0,False,-35.1,45.77,-45.91,-0.99,260,-0.7482413131528459
T1_top5,2,4,10.0,3,0.58,False,-23.24,38.98,-29.34,-0.75,254,-0.7659854976928148
T3_top5,3,6,10.0,3,0.0,False,-31.96,33.51,-40.71,-1.18,194,-0.7662431071685447
T1_top5,7,14,10.0,3,0.58,True,-39.07,47.12,-47.54,-0.62,104,-0.8049031726411208
T1_blended_top5,7,14,10.0,3,0.55,True,-47.17,48.18,-57.44,-0.91,110,-0.8071526351813827
T1_blended_top5,7,14,10.0,3,0.0,True,-48.81,48.21,-58.76,-0.97,112,-0.8167670682730924
T1_top5,2,4,10.0,3,0.0,False,-25.45,37.31,-29.74,-0.87,260,-0.8279115159401431
T1_top5,7,14,10.0,3,0.55,True,-40.95,47.17,-47.54,-0.68,106,-0.8436341161928307
T1_top5,7,14,10.0,3,0.6,True,-42.9,47.52,-47.54,-0.8,101,-0.8838071693448702
T1_top5,7,14,10.0,3,0.0,True,-42.97,46.73,-47.54,-0.76,107,-0.8852492789451998
